Unnamed: 0,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
10680,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,44855.0,Married,Star,2016-04-14,2021-12-31,2466.38,Standard,Non-Zero Income,2087,Active
10681,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Single,Star,2019-04-14,2021-12-31,2466.58,Standard,Zero Income,992,Active
10682,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,College,0.0,Single,Star,2018-08-12,2019-04-12,2466.58,Standard,Zero Income,243,Inactive
10683,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,23845.0,Married,Star,2021-08-23,2021-12-31,2467.13,Standard,Non-Zero Income,130,Active
10684,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,23845.0,Married,Star,2021-06-09,2021-12-31,2467.13,Standard,Non-Zero Income,205,Active
10685,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Single,Star,2019-10-21,2021-12-31,2467.46,Standard,Zero Income,802,Active
10686,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Single,Star,2021-06-06,2019-02-06,2467.46,Standard,Zero Income,-851,Inactive
10687,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,High School or Below,19352.0,Married,Star,2021-04-15,2021-12-31,2467.62,2021 Promotion,Non-Zero Income,260,Active
10688,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,High School or Below,19352.0,Married,Star,2019-01-09,2021-12-31,2467.62,Standard,Non-Zero Income,1087,Active
10689,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Married,Star,2019-06-05,2021-12-31,2467.98,Standard,Zero Income,940,Active
10690,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Married,Star,2015-09-24,2021-12-31,2467.98,Standard,Zero Income,2290,Active
10691,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,65876.0,Married,Star,2020-09-15,2021-12-31,2468.44,Standard,Non-Zero Income,472,Active
10692,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,65876.0,Married,Star,2019-05-06,2021-12-31,2468.44,Standard,Non-Zero Income,970,Active
10693,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Star,2021-03-11,2021-12-31,2469.09,2021 Promotion,Zero Income,295,Active
10694,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,55257.0,Married,Star,2019-09-28,2020-05-28,2469.57,Standard,Non-Zero Income,243,Inactive
10695,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,55257.0,Married,Star,2015-05-04,2021-12-31,2469.57,Standard,Non-Zero Income,2433,Active
10696,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,92711.0,Single,Star,2019-12-22,2021-12-31,2469.78,Standard,Non-Zero Income,740,Active
10697,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Bachelor,92711.0,Single,Star,2018-02-21,2021-12-31,2469.78,Standard,Non-Zero Income,1409,Active
10698,Alberta,Banff,51.178398,-115.5708,T4V 1D4,College,0.0,Single,Star,2019-10-25,2021-12-31,2470.12,Standard,Zero Income,798,Active
10699,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,College,0.0,Single,Star,2020-10-09,2021-12-31,2470.12,Standard,Zero Income,448,Active
10700,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Doctor,18661.0,Married,Star,2016-11-13,2021-12-31,2470.44,Standard,Non-Zero Income,1874,Active
10701,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Doctor,18661.0,Married,Star,2016-04-29,2021-12-31,2470.44,Standard,Non-Zero Income,2072,Active
10702,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,53074.0,Married,Star,2021-11-06,2021-12-31,2471.08,Standard,Non-Zero Income,55,Active
10703,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,53074.0,Married,Star,2016-08-19,2017-04-19,2471.08,Standard,Non-Zero Income,243,Inactive
10704,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,65176.0,Married,Star,2019-07-31,2021-12-31,2471.15,Standard,Non-Zero Income,884,Active
10705,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,65176.0,Married,Star,2016-01-31,2021-12-31,2471.15,Standard,Non-Zero Income,2161,Active
10706,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,29918.0,Married,Star,2020-06-14,2021-12-31,2471.28,Standard,Non-Zero Income,565,Active
10707,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Single,Star,2021-04-13,2021-12-31,2471.44,2021 Promotion,Zero Income,262,Active
10708,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,95697.0,Married,Star,2018-10-12,2021-12-31,2471.53,Standard,Non-Zero Income,1176,Active
10709,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,95697.0,Married,Star,2018-02-16,2021-12-31,2471.53,Standard,Non-Zero Income,1414,Active
10710,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Bachelor,95697.0,Married,Star,2018-06-11,2021-12-31,2471.53,Standard,Non-Zero Income,1299,Active
10711,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,95697.0,Married,Star,2017-03-23,2021-12-31,2471.53,Standard,Non-Zero Income,1744,Active
10712,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,95697.0,Married,Star,2017-08-14,2021-12-31,2471.53,Standard,Non-Zero Income,1600,Active
10713,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,95697.0,Married,Star,2021-05-01,2021-12-31,2471.53,Standard,Non-Zero Income,244,Active
10714,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,95697.0,Married,Star,2019-08-13,2021-12-31,2471.53,Standard,Non-Zero Income,871,Active
10715,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,95697.0,Married,Star,2018-08-31,2019-02-28,2471.53,Standard,Non-Zero Income,181,Inactive
10716,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,95697.0,Married,Star,2016-07-29,2021-12-31,2471.53,Standard,Non-Zero Income,1981,Active
10717,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,95697.0,Married,Star,2016-05-24,2021-12-31,2471.53,Standard,Non-Zero Income,2047,Active
10718,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,95697.0,Married,Star,2018-12-23,2019-08-23,2471.53,Standard,Non-Zero Income,243,Inactive
10719,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,95697.0,Married,Star,2018-08-23,2019-04-23,2471.53,Standard,Non-Zero Income,243,Inactive
10720,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,76441.0,Single,Star,2015-12-13,2021-12-31,2472.23,Standard,Non-Zero Income,2210,Active
10721,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,62006.0,Married,Star,2018-10-09,2021-12-31,2472.25,Standard,Non-Zero Income,1179,Active
10722,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,62006.0,Married,Star,2019-04-13,2021-12-31,2472.25,Standard,Non-Zero Income,993,Active
10723,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,63860.0,Married,Star,2017-11-13,2021-12-31,2472.47,Standard,Non-Zero Income,1509,Active
10724,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,63860.0,Married,Star,2018-01-01,2020-11-21,2472.47,Standard,Non-Zero Income,1055,Inactive
10725,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,Bachelor,63860.0,Married,Star,2015-08-12,2021-12-31,2472.47,Standard,Non-Zero Income,2333,Active
10726,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,63860.0,Married,Star,2018-09-18,2021-12-31,2472.47,Standard,Non-Zero Income,1200,Active
10727,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,63860.0,Married,Star,2015-09-28,2021-12-31,2472.47,Standard,Non-Zero Income,2286,Active
10728,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,63860.0,Married,Star,2019-05-18,2021-12-31,2472.47,Standard,Non-Zero Income,958,Active
10729,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,63860.0,Married,Star,2020-12-09,2021-08-09,2472.47,Standard,Non-Zero Income,243,Inactive
10730,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,63860.0,Married,Star,2017-03-24,2020-09-05,2472.47,Standard,Non-Zero Income,1261,Inactive
10731,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,63860.0,Married,Star,2017-10-30,2021-12-31,2472.47,Standard,Non-Zero Income,1523,Active
10732,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Doctor,13449.0,Single,Star,2019-04-09,2021-12-31,2473.37,Standard,Non-Zero Income,997,Active
10733,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,54831.0,Married,Star,2017-09-23,2017-10-22,2476.05,Standard,Non-Zero Income,29,Inactive
10734,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,54831.0,Married,Star,2016-05-19,2021-12-31,2476.05,Standard,Non-Zero Income,2052,Active
10735,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,47918.0,Married,Star,2018-01-18,2021-12-31,2476.48,Standard,Non-Zero Income,1443,Active
10736,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,47918.0,Married,Star,2021-12-24,2021-12-31,2476.48,Standard,Non-Zero Income,7,Active
10737,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,71551.0,Single,Star,2015-04-03,2021-12-31,2476.59,Standard,Non-Zero Income,2464,Active
10738,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,71551.0,Single,Star,2016-12-12,2021-12-31,2476.59,Standard,Non-Zero Income,1845,Active
10739,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,44280.0,Married,Star,2015-09-06,2021-12-31,2477.71,Standard,Non-Zero Income,2308,Active
10740,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,44280.0,Married,Star,2020-02-24,2021-12-31,2477.71,Standard,Non-Zero Income,676,Active
10741,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,College,0.0,Single,Star,2017-08-29,2021-12-31,2478.18,Standard,Zero Income,1585,Active
10742,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,24186.0,Single,Star,2021-07-02,2021-12-31,2478.24,Standard,Non-Zero Income,182,Active
10743,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,24186.0,Single,Star,2016-01-30,2021-12-31,2478.24,Standard,Non-Zero Income,2162,Active
10744,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Bachelor,65744.0,Divorced,Star,2015-05-24,2021-12-31,2478.58,Standard,Non-Zero Income,2413,Active
10745,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,65744.0,Divorced,Star,2017-07-11,2021-12-31,2478.58,Standard,Non-Zero Income,1634,Active
10746,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,81721.0,Single,Star,2017-05-27,2021-12-31,2478.83,Standard,Non-Zero Income,1679,Active
10747,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,81721.0,Single,Star,2015-12-06,2021-12-31,2478.83,Standard,Non-Zero Income,2217,Active
10748,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,31678.0,Married,Star,2021-11-20,2021-12-31,2479.92,Standard,Non-Zero Income,41,Active
10749,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,31678.0,Married,Star,2016-12-06,2021-12-31,2479.92,Standard,Non-Zero Income,1851,Active
10750,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,93383.0,Single,Star,2016-02-07,2021-12-31,2480.05,Standard,Non-Zero Income,2154,Active
10751,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,93383.0,Single,Star,2015-11-03,2021-12-31,2480.05,Standard,Non-Zero Income,2250,Active
10752,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Married,Star,2020-02-10,2021-12-31,2480.39,Standard,Zero Income,690,Active
10753,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Married,Star,2021-07-12,2021-12-31,2480.39,Standard,Zero Income,172,Active
10754,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,50516.0,Married,Star,2021-06-23,2021-12-31,2480.49,Standard,Non-Zero Income,191,Active
10755,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,50516.0,Married,Star,2020-03-24,2021-12-31,2480.49,Standard,Non-Zero Income,647,Active
10756,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,29444.0,Married,Star,2019-05-04,2021-04-02,2480.53,Standard,Non-Zero Income,699,Inactive
10757,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,29444.0,Married,Star,2019-08-02,2021-12-31,2480.53,Standard,Non-Zero Income,882,Active
10758,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,77993.0,Single,Star,2016-09-18,2021-12-31,2481.84,Standard,Non-Zero Income,1930,Active
10759,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,77993.0,Single,Star,2018-01-09,2021-12-31,2481.84,Standard,Non-Zero Income,1452,Active
10760,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,31093.0,Single,Star,2018-02-06,2021-12-31,2482.2,Standard,Non-Zero Income,1424,Active
10761,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,31093.0,Single,Star,2021-06-16,2021-12-31,2482.2,Standard,Non-Zero Income,198,Active
10762,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Star,2017-01-04,2021-12-31,2482.39,Standard,Zero Income,1822,Active
10763,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Doctor,26100.0,Single,Star,2015-07-26,2021-12-31,2482.41,Standard,Non-Zero Income,2350,Active
10764,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Doctor,26100.0,Single,Star,2020-12-25,2021-08-25,2482.41,Standard,Non-Zero Income,243,Inactive
10765,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Married,Star,2015-09-18,2021-12-31,2482.92,Standard,Zero Income,2296,Active
10766,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,College,0.0,Married,Star,2021-12-10,2021-12-31,2482.92,Standard,Zero Income,21,Active
10767,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,87492.0,Married,Star,2015-05-01,2021-12-31,2483.54,Standard,Non-Zero Income,2436,Active
10768,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,87492.0,Married,Star,2017-11-12,2021-12-31,2483.54,Standard,Non-Zero Income,1510,Active
10769,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,50632.0,Married,Star,2016-01-25,2021-12-31,2483.64,Standard,Non-Zero Income,2167,Active
10770,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,50632.0,Married,Star,2021-01-16,2021-12-31,2483.64,Standard,Non-Zero Income,349,Active
10771,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,75615.0,Married,Star,2019-05-04,2021-12-31,2483.67,Standard,Non-Zero Income,972,Active
10772,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,75615.0,Married,Star,2018-12-15,2021-12-31,2483.67,Standard,Non-Zero Income,1112,Active
10773,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,42012.0,Married,Star,2020-05-10,2021-12-31,2484.75,Standard,Non-Zero Income,600,Active
10774,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,42012.0,Married,Star,2015-11-19,2021-12-31,2484.75,Standard,Non-Zero Income,2234,Active
10775,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,76608.0,Married,Star,2016-10-21,2021-12-31,2485.11,Standard,Non-Zero Income,1897,Active
10776,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,76608.0,Married,Star,2021-06-19,2021-12-31,2485.11,Standard,Non-Zero Income,195,Active
10777,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,College,0.0,Single,Star,2018-11-06,2021-12-31,2485.89,Standard,Zero Income,1151,Active
10778,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,College,0.0,Single,Star,2016-05-22,2021-12-31,2485.89,Standard,Zero Income,2049,Active
10779,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,36635.0,Married,Star,2020-12-15,2021-12-31,2486.06,Standard,Non-Zero Income,381,Active
10780,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,36635.0,Married,Star,2021-10-20,2019-06-20,2486.06,Standard,Non-Zero Income,-853,Inactive
10782,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,28738.0,Divorced,Star,2017-02-18,2021-12-31,2487.26,Standard,Non-Zero Income,1777,Active
10783,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,28738.0,Divorced,Star,2017-04-06,2021-12-31,2487.26,Standard,Non-Zero Income,1730,Active
10785,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,22331.0,Divorced,Star,2020-03-25,2021-12-31,2487.36,Standard,Non-Zero Income,646,Active
10786,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,38667.0,Married,Star,2021-02-22,2021-12-31,2487.65,2021 Promotion,Non-Zero Income,312,Active
10787,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,38667.0,Married,Star,2021-11-26,2021-12-31,2487.65,Standard,Non-Zero Income,35,Active
10788,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,67282.0,Married,Star,2018-11-02,2021-12-31,2487.73,Standard,Non-Zero Income,1155,Active
10790,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,69236.0,Married,Star,2017-12-11,2021-12-31,2487.78,Standard,Non-Zero Income,1481,Active
10791,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,48597.0,Single,Star,2020-03-17,2021-12-31,2488.24,Standard,Non-Zero Income,654,Active
10792,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,48597.0,Single,Star,2020-05-09,2021-12-31,2488.24,Standard,Non-Zero Income,601,Active
10793,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,47888.0,Single,Star,2016-06-28,2021-12-31,2489.17,Standard,Non-Zero Income,2012,Active
10794,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,47888.0,Single,Star,2019-07-03,2021-12-31,2489.17,Standard,Non-Zero Income,912,Active
10795,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,46051.0,Married,Star,2017-09-26,2021-12-31,2489.34,Standard,Non-Zero Income,1557,Active
10796,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,46051.0,Married,Star,2021-07-07,2021-12-31,2489.34,Standard,Non-Zero Income,177,Active
10797,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,31058.0,Married,Star,2015-07-05,2021-12-31,2489.39,Standard,Non-Zero Income,2371,Active
10798,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,31058.0,Married,Star,2019-01-27,2021-12-31,2489.39,Standard,Non-Zero Income,1069,Active
10799,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,College,0.0,Single,Star,2017-08-02,2021-12-31,2489.66,Standard,Zero Income,1612,Active
10800,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Single,Star,2016-01-15,2021-12-31,2489.66,Standard,Zero Income,2177,Active
10801,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,75474.0,Married,Star,2019-11-17,2021-12-31,2489.75,Standard,Non-Zero Income,775,Active
10802,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,High School or Below,25965.0,Divorced,Star,2018-05-11,2021-12-31,2491.26,Standard,Non-Zero Income,1330,Active
10803,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,High School or Below,25965.0,Divorced,Star,2018-04-13,2021-12-31,2491.26,Standard,Non-Zero Income,1358,Active
10804,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,High School or Below,25965.0,Divorced,Star,2019-07-18,2020-12-27,2491.26,Standard,Non-Zero Income,528,Inactive
10805,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,High School or Below,25965.0,Divorced,Star,2016-10-04,2021-12-31,2491.26,Standard,Non-Zero Income,1914,Active
10806,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,High School or Below,25965.0,Divorced,Star,2015-10-03,2021-12-31,2491.26,Standard,Non-Zero Income,2281,Active
10807,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,High School or Below,25965.0,Divorced,Star,2017-03-25,2021-12-31,2491.26,Standard,Non-Zero Income,1742,Active
10808,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,High School or Below,25965.0,Divorced,Star,2019-04-27,2021-12-31,2491.26,Standard,Non-Zero Income,979,Active
10809,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,High School or Below,25965.0,Divorced,Star,2016-11-28,2021-12-31,2491.26,Standard,Non-Zero Income,1859,Active
10810,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,High School or Below,25965.0,Divorced,Star,2018-11-15,2021-12-31,2491.26,Standard,Non-Zero Income,1142,Active
10811,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,High School or Below,25965.0,Divorced,Star,2018-09-11,2021-12-31,2491.26,Standard,Non-Zero Income,1207,Active
10812,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,High School or Below,25965.0,Divorced,Star,2020-09-28,2021-12-31,2491.26,Standard,Non-Zero Income,459,Active
10813,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,High School or Below,25965.0,Divorced,Star,2021-12-04,2021-12-31,2491.26,Standard,Non-Zero Income,27,Active
10814,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,36631.0,Divorced,Star,2016-01-07,2021-12-31,2491.32,Standard,Non-Zero Income,2185,Active
10815,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,36631.0,Divorced,Star,2015-11-28,2021-12-31,2491.32,Standard,Non-Zero Income,2225,Active
10816,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,36631.0,Divorced,Star,2021-06-05,2021-12-31,2491.32,Standard,Non-Zero Income,209,Active
10817,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,36631.0,Divorced,Star,2019-04-08,2021-12-31,2491.32,Standard,Non-Zero Income,998,Active
10818,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,36631.0,Divorced,Star,2016-04-14,2021-12-31,2491.32,Standard,Non-Zero Income,2087,Active
10819,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,36631.0,Divorced,Star,2015-05-01,2021-12-31,2491.32,Standard,Non-Zero Income,2436,Active
10820,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,36631.0,Divorced,Star,2015-11-16,2021-12-31,2491.32,Standard,Non-Zero Income,2237,Active
